case_id,transaction_id,customer_id,event_type,leakage_category,amount,amount_at_risk,timestamp,payment_method,payment_status,failure_reason,checkout_started,checkout_completed,subscription_status,mandate_status,invoice_status,invoice_due_date,days_overdue,retry_count,previous_attempt_count,customer_purchase_count,customer_success_rate,customer_lifetime_value,previous_payment_behavior,customer_opt_out,suspicious_flag,communication_allowed,historical_recovery_behavior,ground_truth_recoverable,ground_truth_recovery_outcome,amount_recovered,recovery_observed,recovery_reason,split
CASE00540,TXN000540,CUST00159,payment_success,successful,4457.58,0.0,2026-07-04 23:00:00,Card,success,,True,True,,,,,,0,0,16,0.911,56783.68,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00541,TXN000541,CUST00127,checkout_abandoned,checkout_abandonment,2148.02,2148.02,2026-05-23 15:00:00,Card,abandoned,,True,False,,,,,,0,1,4,0.675,13917.56,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00542,TXN000542,CUST00088,subscription_renewal_failed,failed_subscription,510.37,510.37,2026-08-03 23:00:00,Card,failed_recurring,insufficient funds,,,failed,failed,,,,0,1,3,0.777,13492.01,occasional_failure,True,False,False,usually_needs_reminder,False,not_recovered,0.0,True,opted_out_no_contact_possible,train
CASE00543,TXN000543,CUST00411,payment_failed,failed_payment,1274.27,1274.27,2026-05-24 08:00:00,Card,failed,authentication failure,True,True,,,,,,0,1,21,0.884,25153.71,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1274.27,True,retry_succeeded,train
CASE00544,TXN000544,CUST00361,payment_failed,failed_payment,1892.26,1892.26,2026-06-10 01:00:00,Netbanking,failed,network failure,True,True,,,,,,2,2,6,0.171,6107.95,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00545,TXN000545,CUST00058,payment_success,successful,2405.16,0.0,2026-08-17 06:00:00,Card,success,,True,True,,,,,,0,0,15,0.906,39393.56,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00546,TXN000546,CUST00342,payment_failed,failed_payment,1732.42,1732.42,2026-08-16 06:00:00,Card,failed,authentication failure,True,True,,,,,,1,3,5,0.456,5934.37,frequent_failure,False,False,True,rarely_recovers,True,recovered,1732.42,True,retry_succeeded,train
CASE00547,TXN000547,CUST00186,payment_success,successful,1478.26,0.0,2026-08-06 16:00:00,EMI,success,,True,True,,,,,,0,0,18,0.967,20572.97,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00548,TXN000548,CUST00007,payment_success,successful,1374.19,0.0,2026-05-24 13:00:00,Card,success,,True,True,,,,,,0,0,21,0.719,42037.82,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00549,TXN000549,CUST00237,invoice_overdue,overdue_receivable,7248.82,7248.82,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-06-28,53.0,0,1,3,0.887,6085.81,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00550,TXN000550,CUST00056,payment_success,successful,5620.24,0.0,2026-07-28 11:00:00,Card,success,,True,True,,,,,,0,0,24,0.936,20661.32,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00551,TXN000551,CUST00092,payment_success,successful,1279.31,0.0,2026-07-19 11:00:00,Netbanking,success,,True,True,,,,,,0,0,16,0.971,17692.1,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00552,TXN000552,CUST00321,invoice_overdue,overdue_receivable,3181.15,3181.15,2026-08-20 00:00:00,Netbanking,overdue,,,,,,overdue,2026-06-18,63.0,0,1,3,0.208,6994.9,frequent_failure,False,False,True,rarely_recovers,True,recovered,2953.44,True,paid_after_reminder_or_link,validation
CASE00553,TXN000553,CUST00114,payment_success,successful,328.15,0.0,2026-06-12 13:00:00,Card,success,,True,True,,,,,,0,0,15,0.89,26462.78,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00554,TXN000554,CUST00402,payment_success,successful,906.34,0.0,2026-06-21 16:00:00,Card,success,,True,True,,,,,,0,0,5,0.382,9265.57,frequent_failure,False,False,True,rarely_recovers,False,not_applicable,0.0,False,not_applicable,train
CASE00555,TXN000555,CUST00301,payment_success,successful,742.47,0.0,2026-06-08 15:00:00,UPI,success,,True,True,,,,,,0,0,21,0.924,56181.23,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00556,TXN000556,CUST00377,invoice_overdue,overdue_receivable,27436.57,27436.57,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-18,2.0,0,0,6,0.443,8578.18,frequent_failure,False,False,True,rarely_recovers,True,recovered,16943.51,True,paid_after_reminder_or_link,train
CASE00557,TXN000557,CUST00280,checkout_abandoned,checkout_abandonment,235.49,235.49,2026-05-26 06:00:00,UPI,abandoned,,True,False,,,,,,0,0,24,0.784,161840.74,reliable,False,False,True,usually_recovers_via_retry,True,recovered,235.49,True,paid_after_reminder_or_link,validation
CASE00558,TXN000558,CUST00391,payment_success,successful,5677.06,0.0,2026-07-26 13:00:00,Card,success,,True,True,,,,,,0,0,17,0.893,45662.53,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00559,TXN000559,CUST00160,payment_success,successful,6137.25,0.0,2026-05-27 06:00:00,Card,success,,True,True,,,,,,0,0,16,0.909,49509.4,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00560,TXN000560,CUST00246,checkout_abandoned,checkout_abandonment,4308.96,4308.96,2026-07-26 12:00:00,UPI,abandoned,,True,False,,,,,,0,0,24,0.832,215627.56,reliable,False,False,True,usually_recovers_via_retry,True,recovered,4308.96,True,paid_after_reminder_or_link,train
CASE00561,TXN000561,CUST00232,payment_failed,failed_payment,495.94,495.94,2026-07-07 07:00:00,Wallet,failed,insufficient funds,True,True,,,,,,0,0,7,0.702,4790.73,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,495.94,True,retry_succeeded,train
CASE00562,TXN000562,CUST00407,payment_failed,failed_payment,202.47,202.47,2026-07-21 18:00:00,UPI,failed,network failure,True,True,,,,,,2,2,6,0.799,8332.39,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00563,TXN000563,CUST00070,payment_success,successful,272.87,0.0,2026-07-16 01:00:00,UPI,success,,True,True,,,,,,0,0,7,0.556,4031.79,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,test
CASE00564,TXN000564,CUST00260,subscription_renewal_failed,failed_subscription,466.89,466.89,2026-08-01 19:00:00,UPI,failed_recurring,UPI timeout,,,failed,active_pending_retry,,,,0,1,14,0.89,27974.34,reliable,False,False,True,usually_recovers_via_retry,True,recovered,466.89,True,retry_succeeded,train
CASE00565,TXN000565,CUST00345,payment_success,successful,618.72,0.0,2026-08-06 00:00:00,Card,success,,True,True,,,,,,0,0,16,0.989,21087.69,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00566,TXN000566,CUST00165,payment_success,successful,1005.82,0.0,2026-06-16 11:00:00,UPI,success,,True,True,,,,,,0,0,13,0.847,56831.95,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00567,TXN000567,CUST00391,checkout_abandoned,checkout_abandonment,540.3,540.3,2026-05-26 01:00:00,UPI,abandoned,,True,False,,,,,,0,0,17,0.893,45662.53,reliable,False,False,True,usually_recovers_via_retry,True,recovered,540.3,True,paid_after_reminder_or_link,validation
CASE00568,TXN000568,CUST00165,invoice_overdue,overdue_receivable,4250.52,4250.52,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-07-09,42.0,0,1,13,0.847,56831.95,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,validation
CASE00569,TXN000569,CUST00076,invoice_overdue,overdue_receivable,6286.31,6286.31,2026-08-20 00:00:00,Wallet,overdue,,,,,,overdue,2026-08-07,13.0,0,1,4,0.575,13323.38,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,3161.65,True,paid_after_reminder_or_link,train
CASE00570,TXN000570,CUST00262,payment_success,successful,1417.04,0.0,2026-06-26 22:00:00,UPI,success,,True,True,,,,,,0,0,32,0.863,86276.96,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00571,TXN000571,CUST00186,invoice_overdue,overdue_receivable,32601.68,32601.68,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-12,8.0,0,1,18,0.967,20572.97,reliable,False,False,True,usually_recovers_via_retry,True,recovered,26491.26,True,paid_after_reminder_or_link,test
CASE00572,TXN000572,CUST00006,checkout_abandoned,checkout_abandonment,638.66,638.66,2026-06-18 20:00:00,Card,abandoned,,True,False,,,,,,0,1,10,0.415,4007.17,frequent_failure,False,False,True,rarely_recovers,True,recovered,638.66,True,paid_after_reminder_or_link,train
CASE00573,TXN000573,CUST00030,payment_failed,failed_payment,1918.75,1918.75,2026-07-09 20:00:00,Card,failed,authentication failure,True,True,,,,,,2,2,15,0.972,21770.43,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00574,TXN000574,CUST00083,payment_success,successful,4611.98,0.0,2026-06-04 00:00:00,Wallet,success,,True,True,,,,,,0,0,29,0.751,72618.24,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00575,TXN000575,CUST00351,payment_success,successful,594.61,0.0,2026-08-10 12:00:00,UPI,success,,True,True,,,,,,0,0,20,0.919,47754.32,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00576,TXN000576,CUST00402,payment_success,successful,953.58,0.0,2026-07-15 12:00:00,Netbanking,success,,True,True,,,,,,0,0,5,0.382,9265.57,frequent_failure,False,False,True,rarely_recovers,False,not_applicable,0.0,False,not_applicable,train
CASE00577,TXN000577,CUST00245,payment_failed,failed_payment,1150.73,1150.73,2026-06-05 16:00:00,Wallet,failed,bank decline,True,True,,,,,,1,2,20,0.916,56592.62,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00578,TXN000578,CUST00046,invoice_overdue,overdue_receivable,42779.0,42779.0,2026-08-20 00:00:00,Wallet,overdue,,,,,,overdue,2026-07-21,30.0,0,1,30,0.931,242403.59,reliable,False,False,True,usually_recovers_via_retry,True,recovered,41897.14,True,paid_after_reminder_or_link,train
CASE00579,TXN000579,CUST00240,checkout_abandoned,checkout_abandonment,1531.44,1531.44,2026-07-04 21:00:00,Card,abandoned,,True,False,,,,,,0,1,0,0.614,2477.16,new,False,False,True,new_customer,True,recovered,1531.44,True,paid_after_reminder_or_link,train
CASE00580,TXN000580,CUST00386,subscription_renewal_failed,failed_subscription,262.97,262.97,2026-07-25 09:00:00,UPI,failed_recurring,UPI timeout,,,failed,failed,,,,3,3,6,0.245,8456.47,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,exceeded_retry_limit_unrecovered,train
CASE00581,TXN000581,CUST00343,checkout_abandoned,checkout_abandonment,2561.78,2561.78,2026-07-10 19:00:00,Card,abandoned,,True,False,,,,,,0,1,18,0.884,251152.0,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2561.78,True,paid_after_reminder_or_link,train
CASE00582,TXN000582,CUST00129,checkout_abandoned,checkout_abandonment,899.24,899.24,2026-07-15 14:00:00,UPI,abandoned,,True,False,,,,,,0,1,1,0.545,1602.41,new,False,False,True,new_customer,True,recovered,899.24,True,paid_after_reminder_or_link,train
CASE00583,TXN000583,CUST00055,payment_failed,failed_payment,1153.45,1153.45,2026-06-26 23:00:00,UPI,failed,UPI timeout,True,True,,,,,,1,1,20,0.86,40281.85,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1153.45,True,retry_succeeded,validation
CASE00584,TXN000584,CUST00406,subscription_renewal_failed,failed_subscription,2294.08,2294.08,2026-05-31 06:00:00,Netbanking,failed_recurring,network failure,,,failed,failed,,,,0,1,34,0.817,265578.04,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2294.08,True,retry_succeeded,train
CASE00585,TXN000585,CUST00386,invoice_overdue,overdue_receivable,31630.19,31630.19,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-07-12,39.0,0,0,6,0.245,8456.47,frequent_failure,False,False,True,rarely_recovers,True,recovered,29080.54,True,paid_after_reminder_or_link,train
CASE00586,TXN000586,CUST00022,payment_success,successful,1893.2,0.0,2026-08-03 12:00:00,Netbanking,success,,True,True,,,,,,0,0,6,0.767,3806.0,occasional_failure,False,True,False,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00587,TXN000587,CUST00372,payment_success,successful,1877.14,0.0,2026-06-06 20:00:00,Card,success,,True,True,,,,,,0,0,9,0.652,13080.68,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,test
CASE00588,TXN000588,CUST00043,invoice_overdue,overdue_receivable,8231.8,8231.8,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-03,17.0,0,2,15,0.95,23359.48,reliable,False,False,True,usually_recovers_via_retry,True,recovered,4115.9,True,paid_after_reminder_or_link,test
CASE00589,TXN000589,CUST00025,payment_success,successful,1003.13,0.0,2026-08-08 00:00:00,UPI,success,,True,True,,,,,,0,0,20,0.933,19585.24,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00590,TXN000590,CUST00346,payment_success,successful,4264.22,0.0,2026-08-17 20:00:00,Card,success,,True,True,,,,,,0,0,15,0.954,39622.48,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00591,TXN000591,CUST00241,subscription_renewal_failed,failed_subscription,490.39,490.39,2026-05-27 19:00:00,Wallet,failed_recurring,network failure,,,failed,active_pending_retry,,,,0,2,26,0.861,83539.16,reliable,False,False,True,usually_recovers_via_retry,True,recovered,490.39,True,retry_succeeded,test
CASE00592,TXN000592,CUST00184,invoice_overdue,overdue_receivable,3636.19,3636.19,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-06-02,79.0,0,0,4,0.844,4487.11,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,3141.64,True,paid_after_reminder_or_link,train
CASE00593,TXN000593,CUST00407,payment_failed,failed_payment,2805.33,2805.33,2026-06-06 07:00:00,Netbanking,failed,network failure,True,True,,,,,,0,1,6,0.799,8332.39,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00594,TXN000594,CUST00380,subscription_renewal_failed,failed_subscription,358.8,358.8,2026-08-14 14:00:00,Card,failed_recurring,insufficient funds,,,failed,failed,,,,2,4,16,0.846,39062.25,reliable,False,True,False,usually_recovers_via_retry,False,not_recovered,0.0,True,high_risk_flag_unrecovered,train
CASE00595,TXN000595,CUST00024,payment_success,successful,1986.6,0.0,2026-07-02 15:00:00,UPI,success,,True,True,,,,,,0,0,21,0.827,250073.86,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00596,TXN000596,CUST00281,payment_failed,failed_payment,1217.94,1217.94,2026-07-03 23:00:00,Netbanking,failed,insufficient funds,True,True,,,,,,3,4,0,0.574,2213.12,new,False,False,True,new_customer,True,recovered,1217.94,True,retry_succeeded,train
CASE00597,TXN000597,CUST00351,invoice_overdue,overdue_receivable,15223.64,15223.64,2026-08-20 00:00:00,Wallet,overdue,,,,,,overdue,2026-07-01,50.0,0,0,20,0.919,47754.32,reliable,False,False,True,usually_recovers_via_retry,True,recovered,7611.82,True,paid_after_reminder_or_link,validation
CASE00598,TXN000598,CUST00247,payment_failed,failed_payment,3521.3,3521.3,2026-07-02 11:00:00,Card,failed,insufficient funds,True,True,,,,,,0,1,18,0.904,34885.55,reliable,False,False,True,usually_recovers_via_retry,True,recovered,3521.3,True,retry_succeeded,train
CASE00599,TXN000599,CUST00444,payment_success,successful,6379.72,0.0,2026-06-15 04:00:00,UPI,success,,True,True,,,,,,0,0,0,0.628,1063.81,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,train
CASE00600,TXN000600,CUST00317,payment_success,successful,417.58,0.0,2026-08-15 20:00:00,UPI,success,,True,True,,,,,,0,0,4,0.971,4060.68,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,test
CASE00601,TXN000601,CUST00046,subscription_renewal_failed,failed_subscription,720.15,720.15,2026-07-28 14:00:00,UPI,failed_recurring,UPI timeout,,,failed,failed,,,,0,0,30,0.931,242403.59,reliable,False,False,True,usually_recovers_via_retry,True,recovered,720.15,True,retry_succeeded,train
CASE00602,TXN000602,CUST00086,payment_success,successful,2683.24,0.0,2026-08-19 18:00:00,UPI,success,,True,True,,,,,,0,0,0,0.884,2913.54,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,train
CASE00603,TXN000603,CUST00373,payment_success,successful,1664.11,0.0,2026-06-28 02:00:00,UPI,success,,True,True,,,,,,0,0,5,0.797,4529.12,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,test
CASE00604,TXN000604,CUST00450,subscription_renewal_failed,failed_subscription,324.79,324.79,2026-07-11 05:00:00,Card,failed_recurring,insufficient funds,,,failed,active_pending_retry,,,,0,0,17,0.946,42546.74,reliable,False,False,True,usually_recovers_via_retry,True,recovered,324.79,True,retry_succeeded,train
CASE00605,TXN000605,CUST00043,payment_success,successful,3591.73,0.0,2026-08-13 00:00:00,UPI,success,,True,True,,,,,,0,0,15,0.95,23359.48,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00606,TXN000606,CUST00044,checkout_abandoned,checkout_abandonment,569.85,569.85,2026-08-15 16:00:00,EMI,abandoned,,True,False,,,,,,0,1,2,0.672,4328.3,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,569.85,True,paid_after_reminder_or_link,train
CASE00607,TXN000607,CUST00348,payment_success,successful,3429.18,0.0,2026-06-14 02:00:00,UPI,success,,True,True,,,,,,0,0,3,0.918,8408.32,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00608,TXN000608,CUST00026,payment_success,successful,3606.61,0.0,2026-07-15 20:00:00,UPI,success,,True,True,,,,,,0,0,0,0.918,602.7,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,train
CASE00609,TXN000609,CUST00030,payment_success,successful,1478.57,0.0,2026-07-11 20:00:00,Card,success,,True,True,,,,,,0,0,15,0.972,21770.43,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00610,TXN000610,CUST00401,checkout_abandoned,checkout_abandonment,1621.18,1621.18,2026-07-09 15:00:00,Card,abandoned,,True,False,,,,,,0,1,4,0.913,10782.15,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1621.18,True,paid_after_reminder_or_link,train
CASE00611,TXN000611,CUST00362,checkout_abandoned,checkout_abandonment,2368.11,2368.11,2026-05-23 03:00:00,Netbanking,abandoned,,True,False,,,,,,0,1,0,0.194,1336.16,new,False,False,True,new_customer,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00612,TXN000612,CUST00397,invoice_overdue,overdue_receivable,8193.56,8193.56,2026-08-20 00:00:00,Wallet,overdue,,,,,,overdue,2026-08-19,1.0,0,1,30,0.836,263966.05,reliable,False,False,True,usually_recovers_via_retry,True,recovered,6873.98,True,paid_after_reminder_or_link,train
CASE00613,TXN000613,CUST00299,checkout_abandoned,checkout_abandonment,1643.79,1643.79,2026-06-14 19:00:00,Card,abandoned,,True,False,,,,,,0,1,20,0.827,53733.0,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1643.79,True,paid_after_reminder_or_link,train
CASE00614,TXN000614,CUST00143,invoice_overdue,overdue_receivable,3514.62,3514.62,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-07-10,41.0,0,0,7,0.339,5952.91,frequent_failure,True,False,False,rarely_recovers,False,not_recovered,0.0,True,opted_out_no_contact_possible,train
CASE00615,TXN000615,CUST00408,subscription_renewal_failed,failed_subscription,1980.77,1980.77,2026-08-12 07:00:00,Card,failed_recurring,insufficient funds,,,failed,active_pending_retry,,,,0,1,19,0.906,250458.66,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1980.77,True,retry_succeeded,train
CASE00616,TXN000616,CUST00132,payment_success,successful,814.6,0.0,2026-07-22 05:00:00,Card,success,,True,True,,,,,,0,0,5,0.396,1289.34,frequent_failure,False,False,True,rarely_recovers,False,not_applicable,0.0,False,not_applicable,train
CASE00617,TXN000617,CUST00120,payment_success,successful,1324.55,0.0,2026-06-15 19:00:00,Card,success,,True,True,,,,,,0,0,22,0.835,30158.54,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00618,TXN000618,CUST00399,payment_failed,failed_payment,4647.61,4647.61,2026-07-16 19:00:00,Card,failed,insufficient funds,True,True,,,,,,1,1,8,0.623,11102.05,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00619,TXN000619,CUST00314,payment_success,successful,3395.67,0.0,2026-07-31 10:00:00,UPI,success,,True,True,,,,,,0,0,11,0.953,11515.43,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00620,TXN000620,CUST00403,payment_success,successful,4548.84,0.0,2026-08-03 15:00:00,UPI,success,,True,True,,,,,,0,0,18,0.916,40843.38,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00621,TXN000621,CUST00066,payment_success,successful,1381.72,0.0,2026-08-14 07:00:00,Card,success,,True,True,,,,,,0,0,16,0.893,50435.87,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00622,TXN000622,CUST00431,payment_failed,failed_payment,2331.64,2331.64,2026-08-16 14:00:00,Netbanking,failed,network failure,True,True,,,,,,2,3,8,0.398,6679.25,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00623,TXN000623,CUST00279,invoice_overdue,overdue_receivable,35530.82,35530.82,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-19,1.0,0,0,22,0.796,226570.8,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00624,TXN000624,CUST00307,subscription_renewal_failed,failed_subscription,323.27,323.27,2026-08-03 15:00:00,Netbanking,failed_recurring,bank decline,,,failed,failed,,,,0,1,2,0.803,13310.14,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,323.27,True,retry_succeeded,train
CASE00625,TXN000625,CUST00411,payment_success,successful,4548.78,0.0,2026-08-02 19:00:00,Card,success,,True,True,,,,,,0,0,21,0.884,25153.71,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00626,TXN000626,CUST00169,checkout_abandoned,checkout_abandonment,6081.34,6081.34,2026-07-14 00:00:00,Card,abandoned,,True,False,,,,,,0,0,4,0.728,7068.19,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,6081.34,True,paid_after_reminder_or_link,train
CASE00627,TXN000627,CUST00330,payment_failed,failed_payment,6081.43,6081.43,2026-06-07 19:00:00,Netbanking,failed,bank decline,True,True,,,,,,0,1,6,0.717,4720.2,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,6081.43,True,retry_succeeded,train
CASE00628,TXN000628,CUST00296,checkout_abandoned,checkout_abandonment,1432.56,1432.56,2026-07-16 15:00:00,Netbanking,abandoned,,True,False,,,,,,0,0,8,0.233,1148.42,frequent_failure,False,False,True,rarely_recovers,True,recovered,1432.56,True,paid_after_reminder_or_link,train
CASE00629,TXN000629,CUST00357,payment_success,successful,165.92,0.0,2026-06-13 21:00:00,Card,success,,True,True,,,,,,0,0,23,0.925,39141.89,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00630,TXN000630,CUST00404,payment_success,successful,2574.48,0.0,2026-07-28 10:00:00,UPI,success,,True,True,,,,,,0,0,1,0.671,1350.86,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,train
CASE00631,TXN000631,CUST00313,payment_failed,failed_payment,2145.47,2145.47,2026-07-24 23:00:00,Card,failed,insufficient funds,True,True,,,,,,1,1,0,0.579,2668.99,new,False,False,True,new_customer,True,recovered,2145.47,True,retry_succeeded,validation
CASE00632,TXN000632,CUST00029,payment_success,successful,800.01,0.0,2026-05-28 05:00:00,Netbanking,success,,True,True,,,,,,0,0,0,0.448,1106.21,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,validation
CASE00633,TXN000633,CUST00079,payment_failed,failed_payment,497.55,497.55,2026-08-06 05:00:00,UPI,failed,UPI timeout,True,True,,,,,,1,1,16,0.95,37438.78,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00634,TXN000634,CUST00431,payment_failed,failed_payment,1479.46,1479.46,2026-07-19 19:00:00,UPI,failed,UPI timeout,True,True,,,,,,3,4,8,0.398,6679.25,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,exceeded_retry_limit_unrecovered,train
CASE00635,TXN000635,CUST00439,payment_success,successful,1502.91,0.0,2026-07-20 11:00:00,UPI,success,,True,True,,,,,,0,0,16,0.868,16973.62,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00636,TXN000636,CUST00438,subscription_renewal_failed,failed_subscription,273.89,273.89,2026-08-11 19:00:00,Card,failed_recurring,authentication failure,,,failed,active_pending_retry,,,,0,1,1,0.877,5682.53,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,273.89,True,retry_succeeded,train
CASE00637,TXN000637,CUST00015,payment_failed,failed_payment,898.74,898.74,2026-07-05 17:00:00,Card,failed,authentication failure,True,True,,,,,,1,3,8,0.937,14637.78,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,898.74,True,retry_succeeded,train
CASE00638,TXN000638,CUST00170,payment_failed,failed_payment,254.83,254.83,2026-07-19 22:00:00,UPI,failed,insufficient funds,True,True,,,,,,1,1,8,0.23,2772.64,frequent_failure,False,False,True,rarely_recovers,True,recovered,254.83,True,retry_succeeded,train
CASE00639,TXN000639,CUST00346,payment_failed,failed_payment,16842.58,16842.58,2026-06-15 09:00:00,UPI,failed,network failure,True,True,,,,,,0,1,15,0.954,39622.48,reliable,False,False,True,usually_recovers_via_retry,True,recovered,16842.58,True,retry_succeeded,train
CASE00640,TXN000640,CUST00344,payment_success,successful,6827.94,0.0,2026-08-13 20:00:00,Card,success,,True,True,,,,,,0,0,20,0.817,39576.28,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00641,TXN000641,CUST00038,subscription_renewal_failed,failed_subscription,459.73,459.73,2026-07-16 08:00:00,UPI,failed_recurring,UPI timeout,,,failed,active_pending_retry,,,,1,2,4,0.915,5394.5,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,validation
